REF_AREA,REF_AREA_LABEL,TIME_PERIOD,Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)",Market capitalization of listed domestic companies (% of GDP),Monetary Sector credit to private sector (% GDP),"Portfolio equity, net inflows (BoP, current US$)","Stocks traded, total value (% of GDP)","Stocks traded, turnover ratio of domestic shares (%)",Domestic credit to private sector (% of GDP)_Gap,Domestic credit to private sector by banks (% of GDP)_Gap,"Foreign direct investment, net inflows (BoP, current US$)_Gap","Foreign direct investment, net outflows (% of GDP)_Gap",Market capitalization of listed domestic companies (% of GDP)_Gap,Monetary Sector credit to private sector (% GDP)_Gap,"Portfolio equity, net inflows (BoP, current US$)_Gap","Stocks traded, total value (% of GDP)_Gap","Stocks traded, turnover ratio of domestic shares (%)_Gap",target_credit_gap2,Domestic credit to private sector (% of GDP)_Gap_Lag1,Domestic credit to private sector by banks (% of GDP)_Gap_Lag1,"Foreign direct investment, net inflows (BoP, current US$)_Gap_Lag1","Foreign direct investment, net outflows (% of GDP)_Gap_Lag1",Market capitalization of listed domestic companies (% of GDP)_Gap_Lag1,Monetary Sector credit to private sector (% GDP)_Gap_Lag1,"Portfolio equity, net inflows (BoP, current US$)_Gap_Lag1","Stocks traded, total value (% of GDP)_Gap_Lag1","Stocks traded, turnover ratio of domestic shares (%)_Gap_Lag1"
BRA,Brazil,1987,-0.47725830289367566,-1.0837065112441262,-0.31025091244426717,-0.5260039756005609,-0.3928596725598246,-0.34454057678615696,-0.1816889142987537,-0.6875044210454573,-0.4758320268549196,-4.135534931329041,-7.42117154924985,-0.0001652676347438919,0.010480354465006834,0.0049151310376170975,-3.9230280954429992,-0.025036294541857743,-0.05310115910784936,-0.0056730396623796775,17.259267658384843,-3.5505916532131776,-6.493157958402303,-0.008927385026802183,0.01886773719383275,0.009949532627605562,-3.3403482923373344,-0.00857695554586712,-0.014015119623959262,-0.0010534231912451939
BRA,Brazil,1988,0.8314231405784267,1.1836314460372006,-0.2939317748488651,-0.5260039756005609,-0.3928596725598246,1.1842157510191917,-0.1800071520520311,-0.6875044210454573,-0.4758320268549196,6.86089326717302,7.554108208683555,0.03452003155793182,0.009740600280750075,0.013659839117377079,6.519401820677684,-0.02775924526978881,-0.09391770090335114,-0.004956164589359494,-16.0672988661647,-4.175726687785309,-7.432704531944024,0.010059400961726962,0.018433336740686167,0.01735599756876126,-3.928717885638973,-0.012341036099388874,-0.04437017594820895,-0.000990376183390091
BRA,Brazil,1989,1.3099063299261617,1.7419089277065218,-0.31063019515290646,-0.5260039756005609,-0.3928596725598246,1.7431632375237087,-0.18323928886995108,-0.6875044210454573,-0.4758320268549196,10.718796583192182,10.859086842299144,-0.0147910351863381,0.008603601630305708,0.02363012218706287,10.182944588700073,-0.03981828784613165,-0.1468898344862002,-0.003303875679509934,-16.0672988661647,6.943928833088174,7.571340661652677,0.04568447927764573,0.01768097833993161,0.026272330123380636,6.536968461549336,-0.015510384262101736,-0.08595018928180088,-0.0002683419052516807
BRA,Brazil,1990,-0.5235536208652194,-0.3955301554749068,-0.31204751474834813,-0.4954360766315727,-0.3928596725598246,-0.3986211635093742,-0.18113708606154785,-0.6764117740839758,-0.4758320268549196,-5.584043638315214,-4.254374259369116,-0.032532907815942036,0.06477411139885465,0.03427266723623783,-5.2985611669592725,-0.04396035109920587,-0.18212609920653514,-0.0003927690452091036,17.259267658384843,10.84506428658136,10.882667700893439,-0.004962643725319961,0.016524607068888544,0.03643829091957566,10.208670339140301,-0.02954637251608233,-0.1399131641883721,0.0013958381941807055
BRA,Brazil,1991,-0.45770715737605516,-0.3187464645912237,-0.3109096666224302,-0.41985191063363525,-0.3928596725598246,-0.3217016058700521,-0.17489617147410075,-0.6371704313083357,-0.4758320268549196,-4.932513347305365,-3.8540503189372277,-0.05053231189880456,0.20549657421750314,0.04463637561297783,-4.679854867123946,-0.04179754162373409,-0.15211894341477758,0.00412630492248619,17.259267658384843,-5.640467560905019,-4.259824263636626,-0.0231852226452724,0.0736521716010085,0.04728970757299086,-5.3073144194256106,-0.034367480891754544,-0.17580852162061217,0.00432789547499253
BRA,Brazil,1992,0.38356610461206936,0.662125276514141,-0.30134774991515484,-0.5757519652762155,-0.3928596725598246,0.6610446759642777,-0.16010191920996297,-0.5636751147091004,-0.4758320268549196,2.7579878498204775,3.008107541936868,-0.05536734888644611,-0.09256234122388461,0.053265937573377,2.623200117745447,-0.025293808013525095,-0.037366879652839406,0.010599130487497724,4.012877500561061,-4.981636141587348,-3.858731356431555,-0.04167231069170477,0.21677231790049026,0.05785681507884195,-4.687230193137456,-0.03185010289917048,-0.14524008335909455,0.008879492305347219
BRA,Brazil,1993,1.4461684561869588,1.8751755208932563,-0.3090232342031452,-0.5196085563352689,-0.3928596725598246,1.9023399331210171,-0.0961686762993995,-0.5119580342532711,-0.4758320268549196,12.649985918569172,11.73346880857558,-0.10935481457790973,0.006497717337866225,0.05809819519778014,12.016840916253136,0.0742347520017936,0.014194510405762877,0.01932293582904893,-13.923186788634723,2.795045754680888,3.016607758058439,-0.046638350349839444,-0.08636504005501036,0.0666557416453791,2.6320894922090257,-0.012640766035715281,-0.028341587519243216,0.015398901488678337
BRA,Brazil,1994,0.06374955734565302,0.18983517050607535,-0.2912568336405668,-0.4803297440984258,-0.3928596725598246,0.28744606431649605,-0.08684015133711014,-0.3890226847347834,-0.4758320268549196,1.2362038660035866,0.6857564684028923,-0.10908406123045365,0.0683843257586651,0.056375846771180106,1.178083366048972,0.08460880636112625,0.2600172220918203,0.03048166478601453,-11.194599588550602,12.797894766382244,11.758729233668976,-0.10208857675995218,0.01438284190939065,0.07158283761882824,12.04665095395883,0.10320439252199502,0.02418425597030715,0.02418549029538607
BRA,Brazil,1995,-0.49333845307042923,-0.37171399553083084,-0.2734205652106075,-0.49105199413401285,-0.3928596725598246,-0.36332485118493757,-0.1460302991612138,-0.4976010906972125,-0.4758320268549196,-2.7217212453257957,-2.4103754282335306,-0.11457670979580326,0.028938985975783475,0.04459912420697473,-2.5804421153379087,-0.01728001192658078,-0.11828283304630183,0.04405873880350596,-6.293317621492051,1.2562084729959664,0.6897957701727342,-0.10181048749931647,0.07732389818253114,0.06982668621772704,1.1837543077923454,0.11527915751365396,0.2746050701788358,0.03542452637100365
BRA,Brazil,1996,-0.5514692802163772,-0.42808483303896205,-0.1966357789589695,-0.5375431292226488,-0.3928596725598246,-0.43123126972797804,-0.10648260882812788,-0.42804013060326,-0.4758320268549196,-2.218247889450018,-1.9393654158517613,0.01886914941815096,-0.0870326198332245,0.01854301653122909,-2.102333666079533,0.046920801836651184,-0.0054133977790182825,0.059725469643299736,-12.972973483879024,-2.7460696323066935,-2.412283366469712,-0.10745195635952218,0.037206473519248044,0.057818832573191536,-2.583141820031803,-0.0033131973639859147,-0.11077107010150494,0.04909931184813125
BRA,Brazil,1997,-0.5498909588167451,-0.4289948902579481,-0.13234801549465441,-0.5239061266920427,-0.3928596725598246,-0.4293875293440718,-0.11549580336915677,-0.20377505391343875,-0.4758320268549196,-1.2169338202073028,-1.0933038056823594,0.12204355197318563,-0.10053033731440549,-0.0266249628916821,-1.1514656384487962,0.030427673980739266,0.537858458512794,0.07670528864366362,-8.852897485916543,-2.236954292287521,-1.9403686091731933,0.029609545085910547,-0.08074110114309295,0.031251345242923174,-2.1039685710781124,0.07141262453870147,0.004209582764237113,0.06487879298567777
BRA,Brazil,1998,-0.7921708036018733,-0.7087123770396911,-0.033907428181620604,-0.39875709966400136,-0.3928596725598246,-0.7124104511272966,-0.2057197201523132,-0.29792289786421633,-0.4758320268549196,-2.4617993104373053,-2.2463491583659208,0.31099314222570634,0.08426486948398924,-0.09608421528231306,-2.3336150056855876,-0.12276323463152623,0.22847497640135644,0.0936170794109599,-4.583282832970816,-1.2244193748404384,-1.0926818319813447,0.13557940138737767,-0.09446879792953446,-0.0148031052523454,-1.150982856575964,0.05221563212479904,0.5576433141556668,0.08198081231409068
BRA,Brazil,1999,-0.7858644595920813,-0.701359518305749,-0.038597900670194356,-0.44821981594166177,-0.3928596725598246,-0.7050435985151678,-0.14869746897437539,-0.16538564464548455,-0.4758320268549196,-1.6594595725633472,-1.5351396918865974,0.25589651512132344,-0.07377056679783145,-0.19490937665191826,-1.5716970146411178,-0.03319920363758582,0.5455545025851996,0.10830537962964111,-4.711956745548914,-2.4832349803537412,-2.247942024884629,0.32964847696647,0.09347502072373294,-0.08562557155554364,-2.3357649994685765,-0.1260892192169285,0.24247282823261931,0.09901431382398179
BRA,Brazil,2000,-0.7577394873586293,-0.6685673097919865,0.007405529474913538,-0.36777479118336204,-0.3928596725598246,-0.6721889802383434,-0.14207666325463522,-0.4138417263089528,-0.4758320268549196,-0.8395799831752533,-0.7981167920916589,0.32749188182184974,8.78691329877195e-05,-0.3273757252785493,-0.7931228269781427,-0.03174066559379003,-0.16750015276683425,0.1176712631545765,-3.0413893058282007,-1.6719041250236744,-1.535366423649773,0.27305903702440104,-0.06725308414396602,-0.18639028496831084,-1.5721501339054134,-0.021842163196387463,0.5654833123786863,0.11380832277284249
BRA,Brazil,2001,-0.803476275507708,-0.7218939506606478,-0.09009879570707281,-0.7643764284082476,-0.42042596756956274,-0.7256171117711698,-0.14989045671770274,-0.4718563344572543,-0.5756012763783257,-0.8584175829677592,-0.820328543709768,0.05265025670380819,-0.8417097166256037,-0.5926789090970532,-0.8110113915256717,-0.05905366485524614,-0.3678486779081169,-0.10672427080050073,-4.934633648530532,-0.8428368644533102,-0.7969278050736752,0.3465942408464792,0.007863780243863066,-0.3214564307879673,-0.7918419765560852,-0.02014451409024175,-0.16090899752506063,0.12324161066994412
BRA,Brazil,2002,-0.7897548197382024,-0.7058954694898536,-0.156365934499029,-0.30327411558289524,-0.6061345031018525,-0.7095881824706376,-0.15646586330500892,-0.5494208763810469,-0.626565531206738,-0.5428674762962576,-0.531954402526677,-0.153206049169417,-0.07588572010366665,-1.448280396076152,-0.5113586484294704,-0.0895252960345683,-0.6350371711100427,-0.23630657619714587,-4.098553175319498,-0.8618855606982669,-0.8191822223863469,0.06430593291191261,-0.8482766767603785,-0.5919664801971893,-0.8097703808891469,-0.05193517527978389,-0.3650050326197849,-0.10276885262339408
BRA,Brazil,2003,-0.8316931195064904,-0.7547932767231934,-0.22087979248820594,-0.5762175618122326,-0.22657313434852305,-0.7585790514616936,-0.14343401549536386,-0.4491169841574008,-0.6410982919586746,-0.9040009633193996,-0.8587671359699944,-0.3688880883552195,-0.7030984837057515,-0.34991834068422,-0.8542982885134335,-0.09260911761050411,-0.4376121734655554,-0.3032006991340853,-3.3044719313733566,-0.5427993608502154,-0.5302541544693818,-0.14712793645796665,-0.0694042762458772,-1.4643600835685526,-0.5094502784311862,-0.08740229089903262,-0.6371912743053254,-0.23328373570113703
BRA,Brazil,2004,-0.7955843519612872,-0.7126923912649342,-0.14064785752062106,0.2984278697042434,-0.06416408647315767,-0.7163980400709268,-0.15514948203788603,-0.35989319754182914,-0.5785763286419392,-0.7515301306975115,-0.7144425294384004,-0.25477466061353277,0.8431700766163583,-0.021772407703828083,-0.7095089118935307,-0.14173822180154677,-0.28801811000729105,-0.21805601911834327,-2.0776146601171988,-0.9079797539978913,-0.8576946498516927,-0.368653761985624,-0.70730373230725,-0.344441469713745,-0.8531536825206568,-0.09099167066472989,-0.4360734511548397,-0.3006592821307104
BRA,Brazil,2005,-0.7427832052897688,-0.6511290874136059,-0.16761085423690592,-0.4012249199730185,0.02159435326650552,-0.6547175696309235,-0.09772887459570823,-0.3152062630983703,-0.5557079495532564,-0.607802688508854,-0.5773678497170882,-0.42225095854082223,-0.5662376160209263,0.05311394345133723,-0.5730224351043863,-0.07878862753869767,-0.27174204336919433,-0.24212875456589397,0.31340373433762636,-0.753800314535257,-0.7130928157656942,-0.25144849362069166,0.8653107468522383,-0.009855313353529094,-0.7080418441572965,-0.14817494412848375,-0.2836812376159082,-0.21490183304897706
BRA,Brazil,2006,-0.6660457747531975,-0.5616573609323047,-0.12810452781794782,0.9926979326914573,0.2625668528486884,-0.5650755615643457,-0.08111409939282904,-0.1911436071889274,-0.5078870894523909,-0.38234255460354555,-0.3655871675724196,-0.4513682997975949,2.010820412977028,0.7122726906013782,-0.3589209464495449,-0.08466381801546832,-0.0437062966059809,-0.22696447314617757,2.203882364480961,-0.6084622450108419,-0.5757548345939699,-0.42346246981783836,-0.5681109764856793,0.06650076447220271,-0.5712513970887626,-0.07490546522312341,-0.2671007278995001,-0.2391478151117399
BRA,Brazil,2007,-0.553343223232942,-0.43025223317578715,0.12303459190079724,0.14734913186102996,1.0130395032137542,-0.43342034504406063,0.16197310369509224,0.23788568489197934,-0.3965717264858053,0.06351285417104369,0.047151558000464895,0.013123887005454879,0.3971485475790834,3.222021592309,0.06447233860697948,0.2901332496406799,1.0201947902691733,-0.08027847660214785,0.5759973054592251,-0.38047557720733205,-0.3635673511283621,-0.4533687294369828,2.0528559590330486,0.7385962240655604,-0.35667308105251916,-0.08174382772162123,-0.03479958297509224,-0.22387439942127083
BRA,Brazil,2008,-0.4443744691009129,-0.3032005128284058,0.18428785351023202,0.34278546229984125,-0.3839387403147334,-0.30612682128901403,-0.2818899834944102,-0.01984231291293359,0.3072034623921661,0.4155941746787661,0.3734868728343946,0.009473044210352945,0.7874858915187253,-1.722617311121505,0.39881585886730747,-0.4753960565608804,0.23565095276458073,1.39479280367666,2.5323349287740484,0.0703761419324349,0.04996418829829546,0.023708617944967147,0.4116897313445849,3.297601697102472,0.0676631470572511,0.3544970434706148,1.049001724826223,-0.07613273338526975
BRA,Brazil,2009,-0.4077320527689847,-0.26047742151898545,-0.007703766147796495,-0.7687546282911376,0.618729184266338,-0.26332241987189603,0.3045800024744512,0.16146853883212137,-0.31333464040147924,0.10396868090416053,0.09248058438508773,-0.6067995440672631,-1.2665054810715748,1.814212499531788,0.10289000730206009,0.4866637771227396,0.6637324377519764,-0.10133829101129489,4.717235232872397,0.42640292887707465,0.3769263480162777,0.01995885757034485,0.8086777931779472,-1.7440811610753355,0.4027512868260938,-0.5365322635327652,0.24978303090386297,1.4095543369877621
BRA,Brazil,2010,-0.29493112258669624,-0.12895758952127206,0.5004252787313603,0.1414974262081664,0.3919825163998689,-0.13155228080659115,0.31246385058478704,0.13384243204181914,-0.22995023794178857,0.47028505172566226,0.4301845097542414,0.477428133370737,0.5103535403690713,1.1018641735902477,0.45075141833298776,0.49571728251084873,0.5417904812078811,-0.015081936626219069,6.348086076913525,0.11128532161913385,0.09538028545643461,-0.613011297865999,-1.2803102749305408,1.8621628087910447,0.10616637609326413,0.5832465613385062,0.6858717603905284,-0.09734411102541439
BRA,Brazil,2011,-0.1811999026541728,0.003646910408366795,0.7004177325925659,-0.22481467958104126,-0.11689327233482787,0.001304590518468954,-0.0882335531895599,-0.06223432507362271,-0.11012634329193056,0.8806066244570274,0.8073430331302097,0.8395028710009275,-0.12235442509242296,-0.5538910254730816,0.8404010562857338,-0.1639352541998308,-0.028209823035231524,0.14903423037217686,5.655109907727962,0.48170667859634936,0.4337328932338954,0.5005929327462548,0.5268235543705118,1.1358338666595076,0.4548025124507403,0.5937842880676698,0.561648885154524,-0.010466987078428401
BRA,Brazil,2012,-0.08615404862745414,0.11446527629836714,0.6020177078285055,-0.5495348775454952,-0.05459148988669828,0.11233386467819467,-0.10889019192459765,-0.017150941848242097,-0.10111691416494727,1.1869916626867487,1.0888612767915993,0.5127790369196509,-0.6826869391311834,-0.18815798348056814,1.1313504656128137,-0.1803249794457123,0.05353629269026622,0.05593652985294903,5.477715851377063,0.8966263651703353,0.8116158858294311,0.8724778864448833,-0.11666473291446902,-0.5524173418695553,0.8453199426719875,-0.1740109326858795,-0.019013248578521078,0.15483029082844801
BRA,Brazil,2013,-0.04952775356979485,0.15716957106701424,0.42877175495568304,-0.21349189643539546,-0.24319946040265458,0.15511943378117404,-0.0363035705407469,-0.09536981797662038,-0.03335746393021333,1.055010365388955,0.9692394028715353,0.03901326843313877,-0.00878652570415215,-0.7082755436014612,1.0060183648258838,-0.03541823007014139,-0.2169594135054054,0.08116133732730059,4.699182234844962,1.2064447916961634,1.0936748869963222,0.5369016496027174,-0.6865444079805054,-0.17950638831061977,1.1369173280866767,-0.19308757078387084,0.06426192448403699,0.06106258496088187
BRA,Brazil,2014,-0.01104677357261858,0.20203632895772755,0.5535652889685679,-0.08694471383103981,-0.3960362973809288,0.20007158158175398,-0.03148755311333519,-0.170762947874077,0.02174955028954504,1.0208852645021032,0.9386175570035663,0.31580435598222173,0.25241163087511614,-1.1300857245263702,0.9736124810280848,0.00046036324283693755,-0.510805689437825,0.05806086953140827,-1.208725103397967,1.072984495802141,0.9738232360454586,0.05029945793710683,-0.0011618199479672161,-0.7098318252761964,1.0113060990330573,-0.024424974289842295,-0.21129339146227627,0.08646893028014647
BRA,Brazil,2015,0.006100987087360098,0.22202969778449902,0.324240685532381,-0.49473051846435767,-0.5540617917453412,0.22010300156359686,-0.053902911496089244,-0.23060846122319528,0.15469202935083493,0.8735552898490861,0.8042267160763995,-0.2374944201173872,-0.5147387400674357,-1.611937143798744,0.833704966780182,-0.006323820005620454,-0.8052535756051796,0.18304677491016966,-5.018214627229774,1.0384769848515818,0.9431425698581737,0.3345900479161212,0.26448673134945844,-1.1399204930449534,0.9788280437953941,0.01733551466458308,-0.5106360484789187,0.06320221308296879
BRA,Brazil,2016,-0.0931161034178448,0.10634789397792571,0.4196250397481961,-0.09967500587967043,-0.22159476772866782,0.10420103344686059,-0.037440607762165554,-0.06808077385896458,-0.0179438124173268,-0.24244232256639908,-0.2155990415355833,0.012666540631397173,0.21366898458207528,-0.41839709802740604,-0.22606886558060174,0.05312110111384231,-0.5449135138785296,-0.41323835253065905,-5.334547159494534,0.8894960124424013,0.8084935827627272,-0.23370005450320264,-0.515734642863513,-1.6312287742318239,0.8386089402443229,0.009439140156792083,-0.8105915688222869,0.18908761678020244
BRA,Brazil,2017,-0.15111137620862272,0.03872851777439231,0.36563577822688503,0.032703967320506205,-0.13256935626317706,0.036452964805747376,-0.1079471186628407,-0.07032343898485552,-0.11163320352102096,-0.9618952608994499,-0.8731949240248518,-0.08473472014282071,0.424577800150461,-0.11180708234093865,-0.90927588070151,-0.03287796055510654,-0.7808765744275316,-0.8759066104760891,-3.8361596367639734,-0.23900760602053822,-0.213291118701561,0.0232388800222005,0.22508397293813906,-0.4142641976801758,-0.22352512410054384,0.07862939380333174,-0.5453818582079685,-0.4114888542952356
BRA,Brazil,2018,-0.13540085188072906,0.05704614615619262,0.45823299090526864,-0.5365931099443959,-0.09802329784565066,0.05480545509221891,-0.22129199536341795,0.1136414436908846,0.13008153522109733,-1.0214070786800018,-0.9278003952863849,0.18054615281113057,-0.7126945772459794,-0.012784240864035032,-0.9657895026827832,-0.19290599903302333,-0.5525541575399495,-0.633799337286676,0.9528487159851551,-0.9665228221735007,-0.8721501516865772,-0.07680141439404208,0.4395863340778677,-0.10165701710273722,-0.9082537158065674,-0.021468255889583752,-0.7857585969581371,-0.8774868422511913
BRA,Brazil,2019,-0.08034933965239452,0.12123325225410347,0.36851952891914547,0.14549756617202272,0.24620227024854469,0.11911472462005114,-0.20626823992960044,0.42719680711984914,0.18140550954480833,-0.7380714017080363,-0.669148032769896,0.009111875232847153,0.48913966031837497,1.1736349746737988,-0.6967282315038928,-0.14322225739021954,0.0005027259328148268,-0.8652625501295728,-0.07870633985635322,-1.0267015366792593,-0.9268605124857903,0.1956670980498537,-0.7170633277824291,-0.0006907438940307038,-0.9648931997916602,-0.20773110836429384,-0.5531654197578615,-0.6336371719133652
BRA,Brazil,2020,0.04604844036189683,0.26860627834140727,0.06005992667313236,-0.7453549365490137,0.3252949625609593,0.2667682326462124,-0.2508919147872493,1.1967338504729002,0.9188287277813696,0.16687260697269818,0.15753285302155762,-0.6933005469839291,-1.306912544347371,1.4482848467899367,0.16262484370184857,-0.1980388939577094,1.7852637841392138,0.4095815196641699,0.5669170899425211,-0.7401907653789096,-0.6677113146504696,0.019587902917843507,0.5052482240670048,1.209013248330753,-0.6952326997975993,-0.14990227081791466,0.010236367298156395,-0.8667661787520684
BRA,Brazil,2021,0.04838284637852581,0.27132807424202926,0.14160957385151804,-0.005396279773968205,-0.07571145245544288,0.26949520488792167,-0.08411041438439423,1.0192491973940212,1.4030275135333223,-0.027650525930815958,-0.0205346683717137,-0.46145566689603507,-0.04674034436860949,0.06251283281327795,-0.022098245081278268,0.09612316307370344,1.0079536067182588,1.0978809353484642,0.44774867301129007,0.17489415679416953,0.16055751047959388,-0.7018559979273571,-1.3214058093017458,1.4890534250336425,0.16603424849293255,-0.2137054842250398,1.8283812990590373,0.41725268634054186
CAN,Canada,1960,-1.0283220814333167,-0.9896979212391552,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.9882741932969041,-0.18156728846710965,-0.6463597379360156,-1.0165058446710726,0.46364064648835107,0.4355323140432555,0.0001232283363648159,-0.04998836537836971,-0.010009924697878998,0.4444417571618832,-0.01328326332181689,-0.007535524643612876,-0.0020810601905073664,-0.50481696556378,0.4749878153394554,0.43909096991332236,0.010355713572654216,-0.04306567242375237,0.0021380212658215873,0.44847879897559695,0.0013387736457716644,0.002047761614187081,0.002627454039294039
CAN,Canada,1961,-1.033712152424176,-0.9972393732381472,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.994570687509227,-0.18210385238334273,-0.6463597379360156,-1.0165058446710726,0.10970581081580445,0.10890254828315112,-0.00027835474795009273,-0.02882731189080535,-0.008520942893116057,0.10833810153234681,-0.013992751816652448,-0.0060002246555762705,-0.0009483665001129942,-1.8450031245520115,0.4749878153394554,0.43909096991332236,0.010355713572654216,-0.04306567242375237,0.0021380212658215873,0.44847879897559695,0.0013387736457716644,0.002047761614187081,0.002627454039294039
CAN,Canada,1962,-1.0227487356343736,-0.9862677702767461,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.9817636038026603,-0.1840229212547455,-0.6463597379360156,-1.0165058446710726,-0.10465639534375715,-0.0940900860194513,-0.0007070393936642201,-0.007067206136266766,-0.007093346261004685,-0.09522457118997953,-0.017035288982238408,-0.004451536441330376,0.00019784475671278043,-2.7760033886937094,0.11708674251184426,0.11183379366977027,0.00994324981532593,-0.021544068762691205,0.0036562259695065743,0.1116266038239846,0.0005129724167933052,0.003611779317927501,0.0037682994974158703
CAN,Canada,1963,-1.0149975285982955,-0.9779478645437694,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.9727089122551934,-0.1853668362624224,-0.6463597379360156,-1.0165058446710726,-0.3581041259218176,-0.3254336543391524,-0.0012130128927328174,0.016278445884319537,-0.0058647949648819985,-0.33590364590278093,-0.0191853648502222,-0.00287803654833684,0.0013732817759288915,-2.4537754842098707,-0.0996776328071788,-0.09154876133258143,0.00950295019468369,0.0005867940484239044,0.0051118407492865055,-0.09238942518649838,-0.003028354819437013,0.005189435674033046,0.004922759805164661
CAN,Canada,1964,-0.9968702426268936,-0.957288920796441,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.9515332447366002,-0.18412254799753533,-0.6463597379360156,-1.0165058446710726,-0.5357638303303668,-0.4861433600532643,-0.001865261421210019,0.042365978844579176,-0.005063500125094064,-0.5046128830037613,-0.017112426083546916,-0.0012857531798706734,0.0025843812704535703,1.8327540365654365,-0.35596552972256895,-0.3233367085646091,0.008983267621672918,0.024330218273090926,0.006364503710328334,-0.3336045184654227,-0.005530911671453691,0.006792367810196699,0.006106656207213187
CAN,Canada,1965,-0.9500929552080697,-0.90300746117365,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.8968896380011303,-0.18562316472768192,-0.6463597379360156,-1.0165058446710726,-0.4779488215554129,-0.43052022685231495,-0.0027465103042581067,0.07228811157248584,-0.005020509331955366,-0.44971058506354483,-0.01971628666246734,0.000286098806049789,0.0038165540999722807,2.514087426140218,-0.535616110556842,-0.48435511533639153,0.008313346777704825,0.050862240660138926,0.007181524839070893,-0.5026894894496685,-0.003118137689101668,0.008414434765878288,0.007326471740202573
CAN,Canada,1966,-0.8166531287221067,-0.7479217629536472,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.7410098552325803,-0.18350117773534735,-0.6463597379360156,-1.0165058446710726,0.3309843040621952,0.3094225254236439,-0.003946701530862838,0.10681307172075725,-0.006177719594154019,0.3184686199114858,-0.01634919848768112,0.001749195062978064,0.005022074275992251,1.7676215166568277,-0.4771532197063986,-0.42862513781030465,0.007408220940386592,0.08129419820148323,0.0072253593736162705,-0.44766491810012515,-0.006148872199686178,0.010015688170942814,0.008567512268721909
CAN,Canada,1967,-0.7597785082598996,-0.6820098030458414,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.6745708938208224,-0.18190141691319756,-0.6463597379360156,-1.0165058446710726,0.45873690515013804,0.4270346172233258,-0.005554181265002912,0.1460853744395758,-0.009088307246678999,0.4397850655228609,-0.013874422012698123,0.0029503832361803106,0.006107757233547301,1.1059724559962874,0.3408449096786131,0.3127389418785087,0.006175511191960929,0.11640740790825346,0.006045437592434905,0.3222251058003459,-0.0022297874321996827,0.011506151576103478,0.009781708329978123
CAN,Canada,1968,-0.7333951402531361,-0.651562509596247,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.6437507572701381,-0.18034124332736312,-0.6463597379360156,-1.0165058446710726,0.3168119319005575,0.29817931904648876,-0.007643697933383912,0.18928057277510665,-0.014405155848198322,0.30501024957781314,-0.01142393417131339,0.003657052000066201,0.006922904629437765,-1.1440674331269989,0.4700291220746893,0.4305769501962508,0.0045244776776793205,0.15634884723537984,0.003077726469024372,0.4438117363760821,0.000650701073764549,0.012729807918871024,0.01087520472851082
CAN,Canada,1969,-0.7049955590860474,-0.618832755666728,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.6105753503498564,-0.17928058027573263,-0.6463597379360156,-1.0165058446710726,0.19226936869476918,0.1839651454094874,-0.010260327428096912,0.23421253464230885,-0.022851750304528542,0.18674212065685739,-0.009722363022511896,0.0035451191764569183,0.007248447512654938,-0.9001702925586272,0.32651372017723523,0.3014741388610958,0.0023783467032862924,0.20028002198452624,-0.0023434711102789775,0.3087367622071483,0.0035029190952577094,0.01344969488950229,0.011696218575579826
CAN,Canada,1970,-0.7095712425781895,-0.6251332177358584,-0.3036821583317982,0.04527582176481623,0.6564217974535433,-0.6159205052976394,-0.18348763877840973,-0.6463597379360156,-1.0165058446710726,-0.22684601350596204,-0.20443780392735655,-0.013398577939934667,0.2769014908415817,-0.03516900838262721,-0.2112582960598589,-0.016730583437444463,0.0021919650469462365,0.0067887948504222065,0.18306208018709924,0.2005755177413182,0.18704057563560608,-0.00030917892983777667,0.24597755191081833,-0.010955839235060544,0.19020523725578192,0.005483443876283332,0.013335668367572558,0.01202410432517987
CAN,Canada,1971,-0.6604399154455418,-0.5678735905523522,-0.29922857337657904,-0.3194322547142891,0.6564217974535433,-0.5585269909155346,-0.18411608139965152,-0.6463597379360156,-1.0165058446710726,-0.1806783775568728,-0.16233616422332023,-0.006210603298495974,-0.3783438589977805,-0.05203081476603337,-0.16741657817759142,-0.017740493365941495,-0.0009224483188634648,0.005168578099362691,-0.09581658947856653,-0.22323652280892212,-0.20210844190371433,-0.0035324586149327345,0.2893938589753537,-0.023514836995042268,-0.20868156982511285,-0.0026736961953733778,0.011957203552269176,0.011561143635569917
