REF_AREA,REF_AREA_LABEL,TIME_PERIOD,Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),Monetary Sector credit to private sector (% GDP),Market capitalization of listed domestic companies (% of GDP),"Stocks traded, total value (% of GDP)","Stocks traded, turnover ratio of domestic shares (%)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)","Portfolio equity, net inflows (BoP, current US$)"
BRA,Brazil,2023,71.64665561,71.64665543,71.64665561,40.69922413,66.19924845,162.6548,74606361830.0,1.70880594,-1124855540.0
CAN,Canada,1960,18.49862737,18.27238334,18.49862737,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,70257019.82
CAN,Canada,1961,18.24678852,17.97017625,18.24678852,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,29418797.05
CAN,Canada,1962,18.75902932,18.40983909,18.75902932,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,-116642761.9
CAN,Canada,1963,19.1211869,18.743241,19.1211869,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,-218928992.5
CAN,Canada,1964,19.96814325,19.5711027,19.96814325,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,-124225417.0
CAN,Canada,1965,22.15370598,21.74631272,22.15370598,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,-238438315.9
CAN,Canada,1966,28.38837942,27.96103073,28.38837942,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,-76932529.01
CAN,Canada,1967,31.04571715,30.60230745,31.04571715,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,44826290.13
CAN,Canada,1968,32.27842022,31.82241572,32.27842022,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,163572099.4
CAN,Canada,1969,33.60532628,33.13398857,33.60532628,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,244299842.5
CAN,Canada,1970,33.39153784,32.88151142,33.39153784,81.92238576,2.9863876,3.83289013,1827117680.0,1.054688274,-75902070.34
CAN,Canada,1971,35.68708774,35.17606495,35.68708774,81.92238576,2.9863876,3.83289013,2273318428.0,0.459821163,-123733240.1
CAN,Canada,1972,38.90209308,38.38035951,38.90209308,81.92238576,2.9863876,3.83289013,2110873961.0,0.070662478,-24108427.03
CAN,Canada,1973,40.84839357,40.30125927,40.84839357,81.92238576,2.9863876,3.83289013,3184571501.0,0.884850392,13050921.6
CAN,Canada,1974,41.76717333,41.154118,41.76717333,81.92238576,2.9863876,3.83289013,3723538435.0,0.843114808,-141747754.8
CAN,Canada,1975,43.15978821,42.57924414,43.15978821,81.92238576,2.9863876,3.83289013,3386183403.0,0.716349126,84787128.71
CAN,Canada,1976,44.9792462,44.55941903,44.9792462,81.92238576,3.072712139,3.83289013,2450721216.0,0.483708038,-57344895.77
CAN,Canada,1977,48.1931926,47.88895159,48.1931926,81.92238576,3.139995038,3.83289013,3371826624.0,0.768102939,-97368240.97
CAN,Canada,1978,53.03218432,52.82597802,53.03218432,81.91220533,4.630998401,5.65361216,3740191708.0,1.038083312,-235153377.6
CAN,Canada,1979,55.67599072,55.5555822,55.67599072,97.97169564,7.412073749,7.565525635,5307737031.0,1.56978105,450562997.5
CAN,Canada,1980,56.41662745,56.36340098,56.41662745,103.9778843,9.883048032,9.504952034,5813268735.0,1.48972589,1282529616.0
CAN,Canada,1981,69.87034352,69.87034352,69.87034352,84.89762530499999,7.709353563,8.728517687,663720808.3,1.804931105,-528337576.7
CAN,Canada,1982,68.06386711,68.06386711,68.06386711,65.81736631,5.233851822,7.95208334,90061244.11,0.753579998,-249801021.2
CAN,Canada,1983,63.00733891,63.00733891,63.00733891,75.3611038,8.239888483,10.93387446,4618560062.0,1.534977894,739999586.0
CAN,Canada,1984,62.61878066,62.61878066,62.61878066,69.13923137,7.094739153,10.26152448,5675261449.0,1.285154785,116718053.0
CAN,Canada,1985,63.22858566,63.22858566,63.22858566,79.98124725,10.64794085,13.31304676,1256760214.0,1.028010803,1133214786.0
CAN,Canada,1986,63.30478704,63.30478704,63.30478704,88.88907722,15.08802861,16.97399622,2709677621.0,0.88786109,1341713751.0
CAN,Canada,1987,64.08670186,64.08670186,64.08670186,93.64322285,21.53016126,22.99169188,8597306054.0,1.755397412,4974271661.0
CAN,Canada,1988,66.22028605,66.22028605,66.22028605,87.71573006,13.50212734,15.39305132,7196400040.0,1.442128956,-1934626835.0
CAN,Canada,1989,69.80072337,69.80072337,69.80072337,95.80132587,15.75782795,16.44844453,7171648940.0,1.131009589,3287129454.0
CAN,Canada,1990,73.06804735,73.06804735,73.06804735,76.94974038,11.42894307,14.85247775,8401707941.0,1.015036591,-1501962748.0
CAN,Canada,1991,74.98892092,74.98892092,74.98892092,83.03839806,11.97256688,14.41810916,3514220103.0,1.057347141,-855705956.7
CAN,Canada,1992,76.52859823,76.52859823,76.52859823,77.04569984,12.73669753,16.53135419,7018240063.0,0.973819828,830156389.6
CAN,Canada,1993,75.53200176,75.53200176,75.53200176,102.8430528,23.03045328,22.39378613,4178460317.0,0.887830649,9334338829.0
CAN,Canada,1994,74.75150637,74.75150637,74.75150637,99.27096853,26.92362825,27.12135144,9541029102.0,1.831326065,4718264518.0
CAN,Canada,1995,73.95051352,73.95051352,73.95051352,110.8557647,30.26689387,27.30294988,13657593613.0,2.612129632,-3077277112.0
CAN,Canada,1996,78.63308499,78.63308499,78.63308499,139.5157718,42.02003502,30.11848373,8817677647.0,1.948822323,6101693672.0
CAN,Canada,1997,81.53126878,81.53126878,81.53126878,154.2789873,51.59765615,33.44438349,15182400422.0,4.080796973,5461371050.0
CAN,Canada,1998,79.86253981,79.86253981,79.86253981,170.6510615,56.26200473,32.96903297,24979208298.0,5.733232457,9870221463.0
CAN,Canada,1999,77.25011087,77.25011087,77.25011087,213.4805503,57.88114986,27.11307881,27456044687.0,2.937679521,9755186055.0
CAN,Canada,2000,73.98773849,73.98773849,73.98773849,103.5001416,84.38638337,81.53262602,68303350856.0,6.263691864,24233572510.0
CAN,Canada,2001,121.3528318,121.3528318,121.3528318,83.25860479,60.34663433,72.48095795,28391098831.0,4.984136699,2711683850.0
CAN,Canada,2002,117.8394564,117.8394564,117.8394564,116.831457,58.95774569,50.46393085,24486425377.0,3.843512818,-916603471.2
CAN,Canada,2003,113.2409804,113.2409804,113.2409804,101.6403458,56.56340579,55.65054443,7011792709.0,2.616225271,9947134022.0
CAN,Canada,2004,115.4433131,115.4433131,115.4433131,114.6906726,68.81278634,59.99858992,1452416545.0,4.365776022,27143660835.0
CAN,Canada,2005,121.661093,121.661093,121.661093,126.3467476,79.45638971,62.8875624,25552226941.0,2.325412695,7570840826.0
CAN,Canada,2006,134.1208071,134.1208071,134.1208071,128.9133218,93.77517016,72.74280797,64302303097.0,3.816692472,9504880859.0
CAN,Canada,2007,123.5336481,123.5336481,123.5336481,148.8643634,118.8025814,79.80592441,120451000000.0,4.434938198,-42064637640.0
CAN,Canada,2008,124.0977717,124.0977717,124.0977717,66.55883269,96.77010472,145.3999989,70119614333.0,5.710829205,3107553650.0
CAN,Canada,2009,124.0977717,124.0977717,124.0977717,122.028302,96.96078946,79.46112346,20951090410.0,2.745409301,23353576711.0
CAN,Canada,2010,124.0977717,124.0977717,124.0977717,134.24452,86.86124037,64.71017267,29714744325.0,2.246981822,17792565109.0
CAN,Canada,2011,124.0977717,124.0977717,124.0977717,106.6661219,82.18666947,77.05972815,38338330427.0,2.793396523,21318185331.0
CAN,Canada,2012,124.0977717,124.0977717,124.0977717,112.667433,73.72551366,65.44473352,49368985104.0,3.404593801,951229148.7
CAN,Canada,2013,124.0977717,124.0977717,124.0977717,114.4711752,71.67677234,62.61556432,67027866778.0,2.949458833,17889298756.0
CAN,Canada,2014,124.0977717,124.0977717,124.0977717,116.0415795,74.41721891,64.14989233,64174605786.0,3.598493803,23181397070.0
CAN,Canada,2015,124.0977717,124.0977717,124.0977717,102.3700787,70.41879356,68.80066848,59986208237.0,5.391157447,9415865032.0
CAN,Canada,2016,124.0977717,124.0977717,124.0977717,130.4665966,75.48237193,57.55299266,34201872161.0,4.42448955,38865551464.0
CAN,Canada,2017,124.0977717,124.0977717,124.0977717,143.5220535,77.6193571,54.08347035,25357801000.0,4.740763695,42278317299.0
CAN,Canada,2018,124.0977717,124.0977717,124.0977717,112.3207512,79.61697314,70.883583,42603762049.0,3.637583809,19500190362.0
CAN,Canada,2019,124.0977717,124.0977717,124.0977717,138.1581549,82.1554373,59.464776,48942300762.0,4.353193532,-1744333410.0
CAN,Canada,2020,124.0977717,124.0977717,124.0977717,159.5385053,118.0213144,73.976696,29123011879.0,2.864626165,-9630614218.0
CAN,Canada,2021,124.0977717,124.0977717,124.0977717,162.599382,109.0896761,67.091077,59125104307.0,5.163418665,36288436484.0
CAN,Canada,2022,124.0977717,124.0977717,124.0977717,126.9831514,104.060418,81.9482088,49984660122.0,4.040172116,-9198010553.0
CAN,Canada,2023,124.0977717,124.0977717,124.0977717,126.9831514,104.060418,81.9482088,49984660122.0,4.040172116,-36092923531.0
CHN,China,1960,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1961,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1962,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1963,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1964,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1965,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1966,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1967,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1968,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1969,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1970,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1971,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1972,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1973,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1974,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1975,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1976,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1977,51.17846154,65.33062924,51.17846154,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1978,50.28947,65.33062924,50.28947,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1979,49.74083756,65.33062924,49.74083756,30.89711386,8.986392813,75.6370171,80000.0,0.021454027,0.0
CHN,China,1980,52.62686281,65.33062924,52.62686281,30.89711386,8.986392813,75.6370171,57000000.0,0.021454027,0.0
CHN,China,1981,56.01283696,65.33062924,56.01283696,30.89711386,8.986392813,75.6370171,265000000.0,0.021454027,0.0
CHN,China,1982,56.80441294,65.33062924,56.80441294,30.89711386,8.986392813,75.6370171,430000000.0,0.021454027,0.0
CHN,China,1983,56.98626893,65.33062924,56.98626893,30.89711386,8.986392813,75.6370171,636000000.0,0.04031441,0.0
CHN,China,1984,60.72128322,65.33062924,60.72128322,30.89711386,8.986392813,75.6370171,1258000000.0,0.051549067,0.0
CHN,China,1985,66.1922673,65.33062924,66.1922673,30.89711386,8.986392813,75.6370171,1659000000.0,0.203238879,0.0
CHN,China,1986,75.97419675,74.73867158,75.97419675,30.89711386,8.986392813,75.6370171,1875000000.0,0.149621905,0.0
CHN,China,1987,78.0370949,76.17419921,78.0370949,30.89711386,8.986392813,75.6370171,2314000000.0,0.236287127,0.0
CHN,China,1988,73.98362365,71.97049968,73.98362365,30.89711386,8.986392813,75.6370171,3194000000.0,0.272127459,0.0
CHN,China,1989,77.13328992,75.12336448,77.13328992,30.89711386,8.986392813,75.6370171,3393000000.0,0.224287423,0.0
CHN,China,1990,86.20046136,84.04551605,86.20046136,30.89711386,8.986392813,75.6370171,3487000000.0,0.230007427,0.0
CHN,China,1991,88.36239345,86.32155194,88.36239345,30.89711386,8.986392813,75.6370171,4366000000.0,0.238149072,0.0
CHN,China,1992,86.37288169,84.40961929,86.37288169,30.89711386,8.986392813,75.6370171,11156000000.0,0.936953099,0.0
CHN,China,1993,96.90263442,94.98999575,96.90263442,30.89711386,8.986392813,75.6370171,27515000000.0,0.98936148,0.0
CHN,China,1994,85.88258577,84.38517998,85.88258577,30.89711386,12.08044655,75.6370171,33787000000.0,0.354407681,1414250000.0
CHN,China,1995,84.2060507,83.09731056,84.2060507,30.89711386,10.55553448,75.6370171,35849200000.0,0.2722997,2828500000.0
CHN,China,1996,89.45558158,88.53834622,89.45558158,30.89711386,35.62828876,75.6370171,40180000000.0,0.244746938,4242750000.0
CHN,China,1997,96.72581944,96.51125517,96.72581944,30.89711386,38.58716052,75.6370171,45439000000.0,0.391534135,5657000000.0
CHN,China,1998,105.1932233,105.0713507,105.1932233,30.89711386,27.63587093,75.6370171,45644000000.0,0.43991572,765000000.0
CHN,China,1999,110.3835246,110.2714165,110.3835246,30.89711386,44.88222322,75.6370171,41014000000.0,0.368920083,612000000.0
CHN,China,2000,111.1229709,111.0130788,111.1229709,30.89711386,62.12857551,75.6370171,42095300000.0,0.380738008,6912000000.0
CHN,China,2001,110.0445907,109.868211,110.0445907,30.89711386,34.55123115,75.6370171,47053000000.0,0.723905742,849000000.0
CHN,China,2002,117.4986986,117.3288461,117.4986986,30.89711386,22.99863585,75.6370171,53073618897.0,0.427324267,2249000000.0
CHN,China,2003,125.6714326,125.5213475,125.6714326,30.89711386,23.36965529,75.6370171,57900937467.0,0.509316558,7729000000.0
CHN,China,2004,118.636103,118.551915,118.636103,22.89723067,26.15883475,114.2445352,68117272181.0,0.407733392,10923200000.0
CHN,China,2005,111.8429248,111.8073011,111.8429248,17.57913734,17.16418934,97.63954289,104109000000.0,0.600603659,20569000000.0
CHN,China,2006,109.1583872,109.1281555,109.1583872,41.6208388,42.11268751,101.1817366,124082000000.0,0.869591811,42861200000.0
CHN,China,2007,105.7875085,105.7639647,105.7875085,126.1536055,177.6018554,140.7822271,156249000000.0,0.483189177,18478120465.0
CHN,China,2008,102.0035662,101.9897461,102.0035662,38.71688392,84.99720029,219.5352304,171535000000.0,1.235048262,8464027991.0
CHN,China,2009,124.4080089,124.3953963,124.4080089,70.03858864,153.4937425,219.1559618,131057000000.0,0.860302681,29116669022.0
CHN,China,2010,126.5794942,126.5734306,126.5794942,66.16910503,135.6576675,205.0166274,243703000000.0,0.952058055,31357093656.0
CHN,China,2011,123.0959272,123.0908058,123.0959272,45.18423676,88.37905844,195.5971037,280072000000.0,0.641201722,5308427623.0
CHN,China,2012,128.922639,128.9179992,128.922639,43.33445506,58.92041646,135.9666722,241214000000.0,0.761392113,29902702074.0
CHN,China,2013,134.3192514,134.3150371,134.3192514,41.26383585,80.41381589,194.8772193,290928000000.0,0.762458596,32594970774.0
CHN,China,2014,140.236887,140.2350811,140.236887,57.32304948,114.1633955,199.1579244,268097000000.0,1.175391014,51915788940.0
CHN,China,2015,152.5944998,152.5840855,152.5944998,74.02219921,355.5192191,480.287296,242489000000.0,1.576545107,14964496566.0
CHN,China,2016,156.2299435,156.2190874,156.2299435,65.16989159,162.8643094,249.9072891,174750000000.0,1.926630609,23416073023.0
CHN,China,2017,154.8950517,154.8827992,154.8950517,70.76295319,139.9077385,197.7132556,166084000000.0,1.12337326,36208879301.0
CHN,China,2018,157.8120786,157.8090503,157.8120786,45.51940772,94.06785834,206.654399,235365000000.0,1.029345269,60667928466.0
CHN,China,2019,165.3903696,165.3903696,165.3903696,60.01072164,127.7973725,212.9575667,187170000000.0,0.958755616,44906049116.0
CHN,China,2020,182.868059,182.868059,182.868059,83.58510425,215.0332831,257.262685,253096000000.0,1.046592361,80334733544.0
CHN,China,2021,177.2674301,177.2674301,177.2674301,81.01612724,226.4812168,279.550781,344075000000.0,1.003328449,82900846961.0
CHN,China,2022,186.2071602,186.2071602,186.2071602,64.13983349,181.5400499,283.0379189,180167000000.0,0.837121905,38464324949.0
CHN,China,2023,194.6740455,194.6740455,194.6740455,64.13983349,181.5400499,283.0379189,180167000000.0,0.837121905,7446111759.0
DEU,Germany,1960,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1961,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1962,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1963,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1964,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1965,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1966,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1967,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1968,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1969,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1970,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1971,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1103338755.0,0.480137351,107530842.9
DEU,Germany,1972,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,1897270696.0,0.601915913,935099060.5
DEU,Germany,1973,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,2102302343.0,0.492889822,-89418417.26
DEU,Germany,1974,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,2176992344.0,0.476579009,13122193.37
DEU,Germany,1975,112.4173232,112.4173232,112.4173232,10.47625038,2.139070296,20.41828152,690496822.9,0.444572102,774670550.3
DEU,Germany,1976,112.4173232,112.4173232,112.4173232,10.27404184,2.032682921,19.78464709,1321369938.0,0.501965813,650260690.6
DEU,Germany,1977,112.4173232,112.4173232,112.4173232,10.84118585,2.193511848,20.23313574,949983808.6,0.400844286,697140595.1
DEU,Germany,1978,112.4173232,112.4173232,112.4173232,11.30250542,2.539468232,22.46818859,1603458933.0,0.532088748,1518979218.0
DEU,Germany,1979,112.4173232,112.4173232,112.4173232,9.008949287,1.681662349,18.66657582,1732552304.0,0.569075956,1005582715.0
DEU,Germany,1980,112.4173232,112.4173232,112.4173232,7.546707359,1.488865215,19.72867297,-186573401.2,0.437875859,313152347.0
DEU,Germany,1981,112.4173232,112.4173232,112.4173232,7.818309156,1.711669996,21.89309686,-415839559.6,0.470548952,1072827581.0
DEU,Germany,1982,112.4173232,112.4173232,112.4173232,8.879110481,1.905194293,21.45704006,468263695.1,0.351215762,204903549.0
DEU,Germany,1983,112.4173232,112.4173232,112.4173232,10.75271904,4.007640881,37.27095318,997855446.9,0.381923221,1105450428.0
DEU,Germany,1984,112.4173232,112.4173232,112.4173232,10.80774621,3.710818814,34.3348071,590664407.0,0.651853054,1291879618.0
DEU,Germany,1985,112.4173232,112.4173232,112.4173232,24.33793027,11.68659971,48.01805077,531108429.0,0.750246407,2153885989.0
DEU,Germany,1986,112.4173232,112.4173232,112.4173232,24.62842926,14.51176387,58.92281527,1192024600.0,0.898212214,6829130990.0
DEU,Germany,1987,112.4173232,112.4173232,112.4173232,16.82849338,32.69257601,194.2691795,1620170657.0,0.636360448,-836126964.8
DEU,Germany,1988,112.4173232,112.4173232,112.4173232,17.90330371,24.64407736,137.6510043,-1508574621.0,0.853535012,3017782888.0
DEU,Germany,1989,112.4173232,112.4173232,112.4173232,26.10321373,24.87929961,95.3112512,5173426485.0,0.953281267,12083746736.0
DEU,Germany,1990,112.4173232,112.4173232,112.4173232,20.05511963,30.61977798,152.6781118,2556702846.0,1.356735685,-1899481530.0
DEU,Germany,1991,112.4173232,112.4173232,112.4173232,19.82991264,23.41306265,118.069419,4741534934.0,1.246523906,1638410041.0
DEU,Germany,1992,112.4173232,112.4173232,112.4173232,15.42017566,20.176847,130.8470633,-2137728434.0,0.895740514,-2804989283.0
DEU,Germany,1993,112.4173232,112.4173232,112.4173232,21.32434495,25.56706646,119.8961399,479814189.3,0.851667276,7540194112.0
DEU,Germany,1994,112.4173232,112.4173232,112.4173232,22.63832924,27.37791096,120.9360932,7517248751.0,0.900484415,3924193084.0
DEU,Germany,1995,112.4173232,112.4173232,112.4173232,22.32869692,22.43547193,100.4781963,12041505213.0,1.53991896,-1512379261.0
DEU,Germany,1996,112.4173232,112.4173232,112.4173232,26.62067257,5.998998641,22.53511298,15591797829.0,2.425379798,12982224696.0
DEU,Germany,1997,112.4173232,112.4173232,112.4173232,37.30726136,44.67568245,119.7506352,18638443894.0,2.239116969,12869509144.0
DEU,Germany,1998,112.4173232,112.4173232,112.4173232,48.87257832,65.59794737,134.2223996,29526509277.0,4.332506142,56769327983.0
DEU,Germany,1999,112.4173232,112.4173232,112.4173232,65.24841388,59.61394813,91.36459353,86035665071.0,6.351048978,28706429531.0
DEU,Germany,2000,112.4173232,112.4173232,112.4173232,65.20815777,93.80152837,143.8493765,248007000000.0,5.039682144,-27954347361.0
DEU,Germany,2001,112.4173232,112.4173232,112.4173232,55.08036292,66.86482708,121.3950372,56948542387.0,3.60995029,76890620968.0
DEU,Germany,2002,111.4307275,111.4307275,111.4307275,33.00546789,41.94196698,127.075814,51268214891.0,0.827656897,13823426044.0
DEU,Germany,2003,109.94054,109.94054,109.94054,43.13274781,40.66453854,94.27764426,65401516009.0,1.571002767,25249417534.0
DEU,Germany,2004,106.4414458,106.4414458,106.4414458,42.44373115,41.9740809,98.89347558,-20408419557.0,0.322265025,-7881311243.0
DEU,Germany,2005,105.4492617,105.4492617,105.4492617,42.22668139,45.24516501,107.1482852,59835195025.0,3.123624231,22064839908.0
DEU,Germany,2006,102.0703708,102.0703708,102.0703708,54.68353352,65.14294679,119.1271715,87444159239.0,4.941234732,35648298964.0
DEU,Germany,2007,97.12860315,97.12860315,97.12860315,61.45525178,95.01568308,154.6095416,50847183837.0,4.105978609,76962834219.0
DEU,Germany,2008,97.0048184,97.0048184,97.0048184,29.6529057,111.8649872,377.2479782,30954735498.0,2.617296561,-68625797941.0
DEU,Germany,2009,98.76981515,98.76981515,98.76981515,37.88497067,52.40860458,138.3361361,56701916795.0,2.923781831,20837407671.0
DEU,Germany,2010,88.49130401,88.49126501,88.49130401,42.05466904,43.96479036,104.5419959,86037502102.0,4.313451553,4762461884.0
DEU,Germany,2011,84.89827589,84.89820164,84.89827589,31.59244189,41.9704483,132.8496494,97535403953.0,2.878087143,-5501286729.0
DEU,Germany,2012,83.80707461,83.80703819,83.80707461,42.13933857,35.43789841,84.09694982,65443087632.0,2.809136341,-2528212393.0
DEU,Germany,2013,82.26698917,82.25937717,82.26698917,51.85344285,35.15480705,67.79647621,67199694459.0,2.498612666,15293848773.0
DEU,Germany,2014,79.30778874,79.30051274,79.30778874,44.70294326,32.63143317,72.99616265,19532082849.0,2.762892358,2688987139.0
DEU,Germany,2015,78.12139397,78.11485107,78.12139397,51.10220955,43.02535246,84.19470087,62475577278.0,3.897594188,20854937639.0
DEU,Germany,2016,77.45452573,77.30236,77.45452573,49.45573417,32.39652103,74.92751839,64744235790.0,3.225483325,-8195206606.0
DEU,Germany,2017,77.59439391,77.14415578,77.59439391,61.29273987,42.22873909,63.57764984,109486000000.0,3.945145397,-4039382214.0
DEU,Germany,2018,78.18015421,77.71073705,78.18015421,44.16147453,41.00302167,92.847945,166916000000.0,4.929693035,-43162890336.0
DEU,Germany,2019,79.38335286,78.90878527,79.38335286,53.94903889,35.04354838,64.9567612,73974461221.0,4.442741212,-13244525797.0
DEU,Germany,2020,84.9664045,84.06709698,84.9664045,58.75177822,47.21959627,80.371348,176867000000.0,3.729155393,-17659244079.0
DEU,Germany,2021,84.18736956,83.13696112,84.18736956,58.50282875,35.67161473,60.974171,102155000000.0,4.64843859,-6208300381.0
DEU,Germany,2022,83.43367356,82.50641636,83.43367356,46.28727647,31.66396621,68.4074947,62728998896.0,4.403496183,-10684413548.0
DEU,Germany,2023,83.43367356,82.50641636,83.43367356,46.28727647,31.66396621,68.4074947,62728998896.0,4.403496183,-16226619550.0
EUU,European Union,1960,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,-19487887.79
EUU,European Union,1961,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,-19487887.79
EUU,European Union,1962,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,-19487887.79
EUU,European Union,1963,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,-19487887.79
EUU,European Union,1964,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,-19487887.79
EUU,European Union,1965,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,-19487887.79
EUU,European Union,1966,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,-19487887.79
EUU,European Union,1967,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,-19487887.79
EUU,European Union,1968,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,91345516.3
EUU,European Union,1969,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,124746493.7
EUU,European Union,1970,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,2899569469.0,0.506422726,55229579.42
EUU,European Union,1971,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,4101957483.0,0.506422726,251188013.8
EUU,European Union,1972,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,5247233595.0,0.53841689,1123378642.0
EUU,European Union,1973,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,6849955524.0,0.512366636,-179617389.9
EUU,European Union,1974,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,8012974186.0,0.517544878,-319916220.4
EUU,European Union,1975,86.24498083,86.16840497,86.24498083,10.9014026,1.651235003,15.97236366,6594486585.0,0.468161378,714954079.4
EUU,European Union,1976,86.24498083,86.16840497,86.24498083,10.50913701,1.545824953,15.97236366,4895513547.0,0.489482627,411045389.6
