REF_AREA,REF_AREA_LABEL,TIME_PERIOD,Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),Monetary Sector credit to private sector (% GDP),Market capitalization of listed domestic companies (% of GDP),"Stocks traded, total value (% of GDP)","Stocks traded, turnover ratio of domestic shares (%)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)","Portfolio equity, net inflows (BoP, current US$)"
EUU,European Union,1977,86.24498083,86.16840497,86.24498083,8.745753377,1.583544119,18.4331006,7411236947.0,0.464296221,920121944.9
EUU,European Union,1978,86.24498083,86.16840497,86.24498083,10.38924186,1.980060676,20.39530107,9556880497.0,0.469713218,1825905980.0
EUU,European Union,1979,86.24498083,86.16840497,86.24498083,8.542483147,1.379091918,15.25360535,10674298740.0,0.594151605,1358013062.0
EUU,European Union,1980,86.24498083,86.16840497,86.24498083,7.688458842,1.343886464,15.75586047,10849499997.0,0.501569137,870596156.0
EUU,European Union,1981,86.24498083,86.16840497,86.24498083,7.658458877,1.62054894,18.46592811,9811504830.0,0.592680101,1486909941.0
EUU,European Union,1982,86.24498083,86.16840497,86.24498083,7.64090021,1.424252912,19.67013666,8777233646.0,0.450373061,817082913.5
EUU,European Union,1983,86.24498083,86.16840497,86.24498083,9.896278242,2.564679462,27.2232156,9639295533.0,0.513864828,2882019050.0
EUU,European Union,1984,86.24498083,86.16840497,86.24498083,11.90720509,2.545647243,24.21645947,9617570869.0,0.672356023,1817937658.0
EUU,European Union,1985,86.24498083,86.16840497,86.24498083,19.58680231,6.259956614,32.00878254,10479696702.0,0.605347905,6386015095.0
EUU,European Union,1986,86.24498083,86.16840497,86.24498083,23.92784988,9.191846447,41.86506408,14482696248.0,0.826630477,14234574720.0
EUU,European Union,1987,86.24498083,86.16840497,86.24498083,19.21425326,15.48042477,95.98193706,23850125598.0,0.859436723,5713028875.0
EUU,European Union,1988,86.24498083,86.16840497,86.24498083,22.24667465,11.33436206,57.69883403,36143075340.0,1.116908809,7968927748.0
EUU,European Union,1989,86.24498083,86.16840497,86.24498083,30.30954897,13.68790604,47.88974856,48464549240.0,1.495851703,33417332002.0
EUU,European Union,1990,86.24498083,86.16840497,86.24498083,21.70658133,14.76051023,71.73515727,64506841224.0,1.748293284,11016870593.0
EUU,European Union,1991,86.24498083,86.16840497,86.24498083,23.65620162,11.32181342,54.30016684,64773304817.0,1.354921447,13097161662.0
EUU,European Union,1992,86.24498083,86.16840497,86.24498083,18.77882116,10.18745687,59.36635876,63652598274.0,1.17416072,7379285831.0
EUU,European Union,1993,86.24498083,86.16840497,86.24498083,26.02989572,14.3336692,58.17815969,69609296375.0,1.050587026,45197194991.0
EUU,European Union,1994,86.24498083,86.16840497,86.24498083,28.13082021,17.71034431,65.82868048,72276352125.0,1.238822661,19631890832.0
EUU,European Union,1995,86.24498083,86.16840497,86.24498083,28.08092235,15.42358006,57.62672827,110527000000.0,1.435271307,20454837798.0
EUU,European Union,1996,86.24498083,86.16840497,86.24498083,33.79756584,12.50082191,37.09101247,109980000000.0,1.921823678,50380128561.0
EUU,European Union,1997,86.24498083,86.16840497,86.24498083,44.74208812,30.91243537,71.84957865,116731000000.0,2.210796643,44670209761.0
EUU,European Union,1998,86.24498083,86.16840497,86.24498083,41.1034274,49.42367137,135.6500446,220144000000.0,3.883728399,164868000000.0
EUU,European Union,1999,86.24498083,86.16840497,86.24498083,74.54244983,60.29545975,81.44025842,452580000000.0,7.01725022,180521000000.0
EUU,European Union,2000,86.24498083,86.16840497,86.24498083,78.45958483,97.82845139,120.9769191,633987000000.0,8.496049749,166271000000.0
EUU,European Union,2001,86.24498083,86.16840497,86.24498083,62.32214668,75.39580713,117.8519065,366253000000.0,5.554678583,204257000000.0
EUU,European Union,2002,85.98963089,85.9378278,85.98963089,45.89565264,48.76058475,104.4330485,295344000000.0,2.617180477,129307000000.0
EUU,European Union,2003,87.04714731,86.99388828,87.04714731,53.69080433,45.71794028,83.53749806,293508000000.0,2.678732663,213488000000.0
EUU,European Union,2004,88.31995103,88.25126131,88.31995103,55.44348399,49.92707834,86.64732928,313836000000.0,3.59277465,289570000000.0
EUU,European Union,2005,92.84318474,92.7792707,92.84318474,57.5366223,50.22220937,88.03275386,731279000000.0,7.537316618,568426000000.0
EUU,European Union,2006,96.52398217,96.45459701,96.52398217,73.99520984,68.9433028,93.73232539,911860000000.0,9.295596819,573508000000.0
EUU,European Union,2007,99.77572416,99.7121394,99.77572416,77.47446465,96.00523608,124.5236094,1477510000000.0,11.11913732,382426000000.0
EUU,European Union,2008,101.797891,101.7559988,101.797891,34.53571054,74.94281837,214.2662704,828461000000.0,7.27624583,-272449000000.0
EUU,European Union,2009,104.8768124,104.8252897,104.8768124,51.2611755,45.54296209,90.6518363,478991000000.0,3.906194008,337603000000.0
EUU,European Union,2010,102.2595283,102.2082266,102.2595283,50.79899287,43.44049512,87.2956074,539583000000.0,4.369871566,399408000000.0
EUU,European Union,2011,100.6017538,100.5566449,100.6017538,39.31547162,39.50429277,101.9553412,877745000000.0,5.893502096,134278000000.0
EUU,European Union,2012,98.7877082,98.74417639,98.7877082,49.05671431,34.72807568,73.45366532,565178000000.0,3.90622764,362001000000.0
EUU,European Union,2013,96.2286674,96.18424054,96.2286674,58.14098365,35.01275681,61.70781212,617100000000.0,4.800392459,499794000000.0
EUU,European Union,2014,92.37336548,92.33211278,92.37336548,51.40934578,43.93060202,86.25308048,432597000000.0,3.672099171,753671000000.0
EUU,European Union,2015,89.70471411,89.65889011,89.70471411,61.55683966,43.93060202,76.86113541,817289000000.0,6.910854037,730111000000.0
EUU,European Union,2016,88.85232915,88.56674134,88.85232915,60.64006494,43.93060202,72.037380465,722640000000.0,5.611277271,405289000000.0
EUU,European Union,2017,87.62608872,86.93689504,87.62608872,73.4508321,43.93060202,67.21362552,529597000000.0,4.206353746,865026000000.0
EUU,European Union,2018,86.29203274,85.44429562,86.29203274,50.43711341,43.93060202,62.389870575,-76790049427.0,0.922612508,218454000000.0
EUU,European Union,2019,85.37707686,84.52456381,85.37707686,50.43711341,43.93060202,57.56611563,507462000000.0,3.254194188,547048000000.0
EUU,European Union,2020,93.41039064,91.97082192,93.41039064,50.43711341,43.93060202,68.94448938,227018000000.0,1.074615677,451902000000.0
EUU,European Union,2021,89.22492613,87.7118582,89.22492613,50.43711341,43.93060202,52.99291956,554024000000.0,5.074050386,1274250000000.0
EUU,European Union,2022,85.242432,83.80149661,85.242432,50.43711341,43.93060202,58.79244269,150386000000.0,2.616249671,-35339833590.0
EUU,European Union,2023,80.02255869,78.56760645,80.02255869,50.43711341,43.93060202,58.79244269,150386000000.0,2.616249671,132939000000.0
FRA,France,1960,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1961,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1962,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1963,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1964,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1965,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1966,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1967,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1968,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1969,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1970,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,621212781.7,0.245818356,376403553.5
FRA,France,1971,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,525655900.0,0.209009226,376403553.5
FRA,France,1972,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,656666980.5,0.272853639,376403553.5
FRA,France,1973,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,1125479247.0,0.353758868,376403553.5
FRA,France,1974,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,1846644388.0,0.273195025,376403553.5
FRA,France,1975,76.97940297,76.9572342,76.97940297,9.78292718,1.564436383,15.99149574,1563849883.0,0.370795063,376403553.5
FRA,France,1976,76.97940297,76.9572342,76.97940297,7.359218081,1.078099583,14.64964852,977422843.6,0.439996655,376403553.5
FRA,France,1977,76.97940297,76.9572342,76.97940297,6.807208481,0.85015218,12.48899872,1896159372.0,0.244362055,376403553.5
FRA,France,1978,76.97940297,76.9572342,76.97940297,8.956291071,1.878591918,20.97511015,2471468400.0,0.375207135,376403553.5
FRA,France,1979,76.97940297,76.9572342,76.97940297,8.999722832,1.536263852,17.07012405,2588309413.0,0.323647938,376403553.5
FRA,France,1980,76.97940297,76.9572342,76.97940297,7.787965474,1.343022319,17.24484172,3282773278.0,0.441352753,376403553.5
FRA,France,1981,76.97940297,76.9572342,76.97940297,6.194030308,1.290759738,20.83877014,2469631625.0,0.738951338,376403553.5
FRA,France,1982,76.97940297,76.9572342,76.97940297,5.068743151,1.224416592,24.15621695,1585298782.0,0.487055309,376403553.5
FRA,France,1983,76.97940297,76.9572342,76.97940297,6.812248535,1.360894701,19.97717338,1725670869.0,0.306007651,376403553.5
FRA,France,1984,76.97940297,76.9572342,76.97940297,7.736850372,1.320326768,17.06542979,2397989219.0,0.399324127,202767054.5
FRA,France,1985,76.97940297,76.9572342,76.97940297,14.29950044,3.152144119,22.04373595,2595492780.0,0.405462785,1996052716.0
FRA,France,1986,76.97940297,76.9572342,76.97940297,19.90241152,7.174953505,36.05067406,3255870956.0,0.700377232,4186457607.0
FRA,France,1987,76.97940297,76.9572342,76.97940297,16.65413142,9.570802276,57.46803622,5139716802.0,0.985938288,3412419018.0
FRA,France,1988,76.97940297,76.9572342,76.97940297,21.87694036,6.318690369,28.88287972,8489906284.0,1.422796146,1745991841.0
FRA,France,1989,76.97940297,76.9572342,76.97940297,32.9840584,10.8093059,32.77130356,10303924629.0,1.901813302,6999043728.0
FRA,France,1990,76.97940297,76.9572342,76.97940297,24.55816859,9.621633406,39.17895331,13183285335.0,2.743776933,5897733944.0
FRA,France,1991,76.97940297,76.9572342,76.97940297,28.22028198,9.727105801,34.46849259,15152742090.0,1.885462639,7662894383.0
FRA,France,1992,76.97940297,76.9572342,76.97940297,23.35839884,8.330101223,35.66212427,21839501253.0,2.231164504,5407045946.0
FRA,France,1993,76.97940297,76.9572342,76.97940297,34.47117993,12.13954526,35.21650632,20754044036.0,1.557625503,13579069108.0
FRA,France,1994,76.97940297,76.9572342,76.97940297,32.46243756,14.74400454,45.41866122,15797125295.0,1.753116997,5256346583.0
FRA,France,1995,76.97940297,76.9572342,76.97940297,31.22510757,13.19455574,42.25623788,23736300874.0,0.988133911,6822826145.0
FRA,France,1996,76.97940297,76.9572342,76.97940297,36.4903401,16.81088673,46.0694164,21971888803.0,1.890862204,12203295825.0
FRA,France,1997,76.97940297,76.9572342,76.97940297,46.41831859,27.08038367,58.33986341,23047924755.0,2.442554918,11965274525.0
FRA,France,1998,76.97940297,76.9572342,76.97940297,10.05587194,40.18179352,399.585374,29518429032.0,3.04044433,17210827586.0
FRA,France,1999,76.97940297,76.9572342,76.97940297,100.6563333,48.46167149,48.14567538,45971216472.0,8.400110652,49371254349.0
FRA,France,2000,76.97940297,76.9572342,76.97940297,105.9308807,79.10588796,74.67689066,41389082665.0,12.71171207,49966125577.0
FRA,France,2001,76.97940297,76.9572342,76.97940297,85.26525185,71.19973538,83.50381173,50142053919.0,6.342139085,13653519968.0
FRA,France,2002,76.07063621,76.05029397,76.07063621,64.40715444,68.77172021,106.7765232,51550483854.0,3.530178297,-4373749806.0
FRA,France,2003,75.5721282,75.55409875,75.5721282,73.51002512,59.79914149,81.34828058,42350800678.0,2.851311081,20740730722.0
FRA,France,2004,76.61704476,76.60190409,76.61704476,73.55563658,62.45114681,84.90327826,35608535813.0,2.883619054,31812511342.0
FRA,France,2005,80.14887551,80.13585102,80.14887551,80.04356158,57.87377406,72.30284724,85137061931.0,5.407391378,64143820093.0
FRA,France,2006,84.26005234,84.2225013,84.26005234,104.6418387,86.85825593,83.0052845,78957053786.0,5.621098684,94019158285.0
FRA,France,2007,88.8146454,88.77966992,88.8146454,102.9974527,108.8390528,105.6715966,83777598395.0,4.969835146,-10376854662.0
FRA,France,2008,92.52507052,92.49395196,92.52507052,50.24758456,82.10672306,163.4043184,67997446905.0,4.641130841,-18174535623.0
FRA,France,2009,95.06806884,95.03599938,95.06806884,72.05724918,47.54398816,65.9808537,18422928062.0,3.284788888,67030746671.0
FRA,France,2010,95.8849069,95.85142804,95.8849069,72.26387974,51.04268015,70.63373892,38889439213.0,2.743114524,-5013616081.0
FRA,France,2011,96.8263222,96.79343208,96.8263222,54.2363527,46.41827161,85.58516438,44205811127.0,2.250604786,8350894597.0
FRA,France,2012,96.55463126,96.54084347,96.55463126,67.37741798,40.03757774,59.42284365,32944663318.0,1.938194406,37063042089.0
FRA,France,2013,96.0201947,96.00659176,96.0201947,81.83449308,39.31597997,48.0432865,31589283791.0,0.626465435,34370047887.0
FRA,France,2014,94.08926092,94.07563152,94.08926092,73.03647536,40.91850738,56.02475637,5804878133.0,1.859043151,10029634972.0
FRA,France,2015,95.07367069,95.06097983,95.07367069,85.61524406,54.45926102,63.6093,42825414106.0,2.100319835,11714124888.0
FRA,France,2016,97.38967625,96.67682573,97.38967625,87.30601392,54.45926102,63.6093,32803666729.0,3.018437123,31371261305.0
FRA,France,2017,101.3718189,99.51864018,101.3718189,105.9404457,54.45926102,63.6093,35868111746.0,1.871587119,28592024076.0
FRA,France,2018,104.2724048,101.82177,104.2724048,84.77200972,54.45926102,63.6093,77493098693.0,4.986679056,-30606075146.0
FRA,France,2019,106.6749534,104.1827837,106.6749534,84.77200972,54.45926102,63.6093,53499337504.0,3.091529733,-9918492873.0
FRA,France,2020,125.4214714,121.0816401,125.4214714,84.77200972,54.45926102,63.6093,19368829836.0,1.075974064,6360588770.0
FRA,France,2021,121.0106398,116.5265987,121.0106398,84.77200972,54.45926102,63.6093,95864839856.0,3.679571272,59719557772.0
FRA,France,2022,119.9641013,115.2971931,119.9641013,84.77200972,54.45926102,63.6093,105425000000.0,4.273299333,-18886804904.0
FRA,France,2023,113.5087225,109.310228,113.5087225,84.77200972,54.45926102,63.6093,105425000000.0,4.273299333,-9638670928.0
GBR,United Kingdom,1960,17.33894093,17.33894093,17.33894093,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1961,17.49324689,17.49324689,17.49324689,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1962,17.43805355,17.43805355,17.43805355,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1963,19.34336083,19.34336083,19.34336083,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1964,20.67206454,20.67206454,20.67206454,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1965,20.62365946,20.62365946,20.62365946,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1966,19.49659583,19.49659583,19.49659583,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1967,19.82421875,19.82421875,19.82421875,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1968,19.71046771,19.71046771,19.71046771,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1969,19.35005255,19.35005255,19.35005255,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1970,19.81598134,19.81598134,19.81598134,35.49184461,14.64282446,41.25687075,1487998812.0,1.283824653,218399825.6
GBR,United Kingdom,1971,20.75254683,20.75254683,20.75254683,35.49184461,14.64282446,41.25687075,1771224349.0,1.342308251,443977679.5
GBR,United Kingdom,1972,28.55085667,28.55085667,28.55085667,35.49184461,14.64282446,41.25687075,1207963191.0,1.186982487,435602737.7
GBR,United Kingdom,1973,33.56490317,33.56490317,33.56490317,35.49184461,14.64282446,41.25687075,2722732320.0,2.587214078,563018120.8
GBR,United Kingdom,1974,35.19952825,35.19952825,35.19952825,35.49184461,14.64282446,41.25687075,4373743380.0,2.122912937,335248596.2
GBR,United Kingdom,1975,28.31414609,28.31414609,28.31414609,35.49184461,14.64282446,41.25687075,3318535790.0,1.241209958,14214266.79
GBR,United Kingdom,1976,27.3619158,27.3619158,27.3619158,29.96227382,10.34973928,34.54256957,3006207709.0,1.8648244,467093846.6
GBR,United Kingdom,1977,26.08476554,26.08476554,26.08476554,43.89182534,7.359737229,16.76789965,4426545754.0,1.586345228,725854476.4
GBR,United Kingdom,1978,25.59901349,25.59901349,25.59901349,38.53361395,5.845487346,15.16983939,3787370849.0,2.029000378,13460573.5
GBR,United Kingdom,1979,25.8619442,25.8619442,25.8619442,6.855621075,5.825044512,84.96742233,6469481160.0,2.856317973,751674361.9
GBR,United Kingdom,1980,26.21587268,26.21587268,26.21587268,6.367971638,6.34122403,99.57996659,10122844316.0,1.987611888,456532617.0
GBR,United Kingdom,1981,30.86013713,30.86013713,30.86013713,35.0545659,6.072722716,17.32362835,5879375698.0,2.247450456,557879435.9
GBR,United Kingdom,1982,34.04858657,34.04858657,34.04858657,38.10341185,6.357570889,16.68504362,5413259759.0,1.390731641,93242327.81
GBR,United Kingdom,1983,37.07233105,37.07233105,37.07233105,46.12513352,8.695717741,18.85245002,5178781726.0,1.671521008,1454314019.0
GBR,United Kingdom,1984,42.23567933,42.23567933,42.23567933,51.22643324,10.46250269,20.42403116,-347322544.8,1.728613281,1376515631.0
GBR,United Kingdom,1985,43.90624549,43.90624549,43.90624549,72.24322252,15.60554367,21.60139474,5476472897.0,2.167752298,3729353110.0
GBR,United Kingdom,1986,77.61064168,77.61064168,77.61064168,78.62569522,18.78837834,23.89597737,8569621722.0,2.829539708,7812301123.0
GBR,United Kingdom,1987,82.77104602,82.77104602,82.77104602,91.21654555,57.30978652,62.82827986,13074923702.0,3.881714377,19223399682.0
GBR,United Kingdom,1988,91.57544594,91.57544594,91.57544594,78.17925153,32.36899042,41.4035563,26430921298.0,4.574775366,9619466233.0
GBR,United Kingdom,1989,102.930035,102.930035,102.930035,87.85564671,34.25447415,38.98949634,27108240789.0,3.385344613,11129169033.0
GBR,United Kingdom,1990,104.8059603,104.8059603,104.8059603,77.74164721,27.83156874,35.80007594,41363405439.0,2.559849602,3435518636.0
GBR,United Kingdom,1991,102.3337644,102.3337644,102.3337644,86.62235688,29.20571965,33.71614523,23244186242.0,2.060436038,4676210777.0
GBR,United Kingdom,1992,101.6779981,101.6779981,101.6779981,80.94560981,27.84131283,34.39508689,23011210834.0,2.216811546,18261720902.0
GBR,United Kingdom,1993,99.87622468,99.87622468,99.87622468,108.3753168,39.30680167,36.26914581,19686257927.0,2.866226362,26116608034.0
GBR,United Kingdom,1994,100.0308644,100.0308644,100.0308644,100.249025,41.57046319,41.46719951,19561337402.0,3.834558685,7349928869.0
GBR,United Kingdom,1995,97.33402203,97.33402203,97.33402203,98.93591733,37.32467447,37.72611148,29129258041.0,4.203778365,8069985247.0
GBR,United Kingdom,1996,100.208573,100.208573,100.208573,120.5390761,41.4663413,34.40074593,32412668835.0,2.93835259,9399178278.0
GBR,United Kingdom,1997,102.0591459,102.0591459,102.0591459,132.5024241,53.61548015,40.46377304,51311836384.0,4.78557771,7848646410.0
GBR,United Kingdom,1998,102.5212794,101.829242,102.5212794,138.9404373,63.17346505,45.46801945,109818000000.0,9.552834101,63172500393.0
GBR,United Kingdom,1999,105.4622678,104.9008481,105.4622678,175.0658944,84.35596488,48.18526485,129892000000.0,14.35841676,80223101281.0
GBR,United Kingdom,2000,114.7103071,113.9458298,114.7103071,154.7245498,110.0777687,71.14434579,164130000000.0,17.53471025,166864000000.0
GBR,United Kingdom,2001,119.7957483,119.3361166,119.7957483,130.2864153,114.7961567,88.11061108,56090924809.0,4.692124144,-43924309882.0
GBR,United Kingdom,2002,124.8686672,124.171527,124.8686672,103.9459766,58.6636826,56.4367035,89760582753.0,6.770452989,-1134807155.0
GBR,United Kingdom,2003,129.6441167,129.1099978,129.6441167,118.0780282,60.63533638,51.35192153,36011240473.0,3.995325309,54489461947.0
GBR,United Kingdom,2004,137.1326373,136.6662206,137.1326373,116.2873782,66.95264368,57.57515969,87059621382.0,5.312341651,37715033033.0
GBR,United Kingdom,2005,143.1234625,142.6177963,143.1234625,120.250333,68.02123051,56.56635519,252653000000.0,6.287814588,-13204027853.0
GBR,United Kingdom,2006,154.1013208,153.2708395,154.1013208,139.6138106,102.0252974,73.07679449,203636000000.0,5.252280545,-55987613154.0
GBR,United Kingdom,2007,170.3619685,169.9998123,170.3619685,124.4604168,127.7361976,102.631986,209515000000.0,11.98492326,-14248622355.0
GBR,United Kingdom,2008,191.1748243,190.1543675,191.1748243,63.77229014,93.38267064,146.431421,253454000000.0,12.17637859,101031000000.0
GBR,United Kingdom,2009,192.4382916,191.9693485,192.4382916,115.8984563,116.3554149,100.394275,14547108445.0,-2.005848435,27351681976.0
GBR,United Kingdom,2010,184.5951797,184.3670865,184.5951797,108.1029851,129.2771474,119.5870284,66734551294.0,2.189009626,-53774646930.0
GBR,United Kingdom,2011,170.3662239,170.2859876,170.3662239,110.0771247,113.9334542,103.5032978,27012050072.0,3.034515618,-2414102199.0
GBR,United Kingdom,2012,160.7570172,160.632259,160.7570172,121.5933143,91.25571183,75.04994197,46750789728.0,0.444150056,5021145018.0
GBR,United Kingdom,2013,149.550821,149.5380218,149.550821,141.7268351,60.14869358,42.43987637,54473175400.0,1.660802198,43508651766.0
GBR,United Kingdom,2014,135.5121963,135.5077937,135.5121963,116.5165886,76.90836482,66.00636507,58890445253.0,-3.71700461,32561270310.0
GBR,United Kingdom,2015,130.8677342,130.8229117,130.8677342,117.14905791428572,67.195736108,59.78875306,45333483122.0,-2.055288345,93158595151.0
GBR,United Kingdom,2016,132.3455736,132.1602494,132.3455736,117.78152722857143,57.483107396,53.57114105,324813000000.0,1.223762287,-118649000000.0
GBR,United Kingdom,2017,133.2699154,132.9400206,133.2699154,118.41399654285715,47.770478684,47.35352904,125359000000.0,6.419193347,110094000000.0
GBR,United Kingdom,2018,133.9712699,133.7092251,133.9712699,119.04646585714286,38.057849972,41.13591703,-25055440307.0,-0.997169642,296700617.2
GBR,United Kingdom,2019,132.5633718,132.2873101,132.5633718,119.67893517142858,28.34522126,34.91830502,19790761929.0,-0.753954193,-27085082808.0
GBR,United Kingdom,2020,146.9855362,146.4160799,146.9855362,120.31140448571429,27.768565045,28.700693009999995,157186000000.0,0.60747211,49990196560.0
GBR,United Kingdom,2021,138.4610602,137.9790279,138.4610602,120.9438738,27.19190883,22.483081,5922252759.0,5.12276516,-2939466328.0
GBR,United Kingdom,2022,129.8995483,129.6014216,129.8995483,100.2312735,25.39505187,25.3364554,44897919401.0,4.043244452,-38025412850.0
GBR,United Kingdom,2023,120.8259123,120.8072311,120.8259123,100.2312735,25.39505187,25.3364554,44897919401.0,4.043244452,-7151124711.0
IDN,Indonesia,1960,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1961,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1962,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1963,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1964,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1965,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1966,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1967,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1968,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1969,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1970,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,145380000.0,0.008277879,0.0
IDN,Indonesia,1971,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,299069999.9,0.008277879,0.0
IDN,Indonesia,1972,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,253520000.0,0.008277879,0.0
IDN,Indonesia,1973,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,581000000.0,0.008277879,0.0
IDN,Indonesia,1974,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,182120000.0,0.008277879,0.0
IDN,Indonesia,1975,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,1292060000.0,0.008277879,0.0
IDN,Indonesia,1976,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,747590000.0,0.008277879,0.0
IDN,Indonesia,1977,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,235000000.0,0.008277879,0.0
IDN,Indonesia,1978,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,417709999.9,0.008277879,0.0
IDN,Indonesia,1979,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,226000000.0,0.008277879,0.0
IDN,Indonesia,1980,27.65871049,9.528118172,9.680541833,32.94131089,5.751907978,21.58836518,180000000.0,0.008277879,0.0
IDN,Indonesia,1981,27.65871049,11.33757195,11.53643549,32.94131089,5.751907978,21.58836518,133000000.0,-0.001169341,0.0
IDN,Indonesia,1982,27.65871049,14.20229874,14.8879975,32.94131089,5.751907978,21.58836518,225000000.0,-0.003327475,0.0
IDN,Indonesia,1983,27.65871049,14.98149193,15.5838182,32.94131089,5.751907978,21.58836518,292000000.0,0.002467543,0.0
IDN,Indonesia,1984,27.65871049,17.03111144,17.77949062,32.94131089,5.751907978,21.58836518,222000000.0,0.021212982,0.0
IDN,Indonesia,1985,27.65871049,19.30463003,20.17392167,32.94131089,5.751907978,21.58836518,310000000.0,0.038691755,0.0
IDN,Indonesia,1986,27.65871049,22.49831539,23.60299144,32.94131089,5.751907978,21.58836518,258000000.0,-0.013757898,0.0
IDN,Indonesia,1987,27.65871049,23.75111063,25.09419798,32.94131089,5.751907978,21.58836518,385000000.0,-0.006585046,0.0
IDN,Indonesia,1988,27.65871049,28.68587127,29.8988493,32.94131089,5.751907978,21.58836518,576000000.0,0.030842166,0.0
IDN,Indonesia,1989,27.65871049,36.3975292,37.1792993,32.94131089,5.751907978,21.58836518,682000000.0,0.033879848,0.0
IDN,Indonesia,1990,27.65871049,50.95369463,51.83898338,32.94131089,5.751907978,21.58836518,1093000000.0,-0.0103636,0.0
